2022-09-16 03:43:24.167000 | LOGGING | Four | 991540078310596608 | so do I
2022-09-13 09:43:37.217000 | LOGGING | Rip Van Winkle | 991540078310596608 | My freind Jared
2022-09-13 09:43:25.062000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | mk
2022-09-13 09:43:21.153000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | like HUNTER C
2022-09-13 09:43:18.199000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | underneath a staircase
2022-09-13 09:43:14.988000 | LOGGING | Rip Van Winkle | 991540078310596608 | I am going to invite Jared
2022-09-13 09:43:14.095000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | hunched over
2022-09-13 09:43:10.560000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | my god
2022-09-13 09:43:08.107000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | at least im not at a desk
2022-09-13 09:42:57.227000 | LOGGING | Rip Van Winkle | 991540078310596608 | Quite literally discord moderator
2022-09-13 09:42:44.035000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | <:saywhat:986446645451456522>
2022-09-13 09:42:40.335000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | so u do want a mute?
2022-09-13 09:42:21.821000 | LOGGING | Rip Van Winkle | 991540078310596608 | Of course it’s sarcastic
2022-09-13 09:42:08.251000 | LOGGING | Rip Van Winkle | 991540078310596608 | 😁
2022-09-13 09:42:07.942000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | bro I know you, if it would be irl it would be sarcastic
2022-09-13 09:41:53.077000 | LOGGING | Rip Van Winkle | 991540078310596608 | Am I wrong
2022-09-13 09:41:49.796000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | U hurling for a mute there buddy
2022-09-13 09:41:45.402000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | -_-
2022-09-13 09:41:35.922000 | LOGGING | AJ | 991540078310596608 | But I get up at 4am
2022-09-13 09:41:27.768000 | LOGGING | AJ | 991540078310596608 | Usually I'm up till like 1.30am overthinking
2022-09-13 09:41:06.075000 | LOGGING | Rip Van Winkle | 991540078310596608 | Such a hard life
2022-09-13 09:41:04.238000 | LOGGING | AJ | 991540078310596608 | He thinks i went to be 10 minutes ago
2022-09-13 09:40:50.658000 | LOGGING | AJ | 991540078310596608 | And I told my dad I was going bed early
2022-09-13 09:40:24.499000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | <:BrainBigger:796912847140421640>
2022-09-13 09:40:17.767000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | if we cant do nothin cuz u be thinkin
2022-09-13 09:40:16.620000 | LOGGING | AJ | 991540078310596608 | Cuz I am bored
2022-09-13 09:40:08.394000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | then why be sayin u be bored
2022-09-13 09:40:04.763000 | LOGGING | AJ | 991540078310596608 | Yk abt today
2022-09-13 09:40:00.127000 | LOGGING | AJ | 991540078310596608 | Rn im busy thinking
2022-09-13 09:39:47.417000 | LOGGING | AJ | 991540078310596608 | Maybe tomorrow
2022-09-13 09:39:33.447000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | <a:KirbyDance:946810840877768714>
2022-09-13 09:39:28.507000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | feel free to join us bruh
2022-09-13 09:39:24.801000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | we be vibin
2022-09-13 09:39:12.710000 | LOGGING | AJ | 991540078310596608 | I'm bored
2022-09-13 08:37:25.338000 | LOGGING | aboogai | 991540078310596608 | Yeah I love it but yandere dev has some issues 😬😬😬
2022-09-13 08:36:24.439000 | LOGGING | not zero | 991540078310596608 | yea the games fine though, not yandere dev though
2022-09-13 08:34:28.195000 | LOGGING | Rip Van Winkle | 991540078310596608 | The creator of that game is the worst person ever
2022-09-13 08:33:16.385000 | LOGGING | aboogai | 991540078310596608 | Currently listening to the yandere simulator music 🤪🤪🤪
2022-09-13 08:29:42.182000 | LOGGING | Rip Van Winkle | 991540078310596608 | Internet historian
2022-09-13 08:27:55.121000 | LOGGING | Tempest_Rose | 991540078310596608 | im listening/watching ptd it’s great
2022-09-13 08:26:48.476000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | actual bussin
2022-09-13 08:26:45.520000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | this music
2022-09-13 08:26:14.776000 | LOGGING | aboogai | 991540078310596608 | Imagine
2022-09-13 08:25:59.903000 | LOGGING | 𝓖𝓲𝔃𝓶𝓸 | 991540078310596608 | Love that one actually
2022-09-13 08:25:57.309000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | Chronic Cancer
2022-09-13 08:25:47.070000 | LOGGING | aboogai | 991540078310596608 | Ur-inary tract infection
2022-09-13 08:25:36.846000 | LOGGING | Tempest_Rose | 991540078310596608 | yes my brother should be dead
2022-09-13 08:25:17.355000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | should be dead
2022-09-13 08:25:09.922000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | <:stare:789857680712925184>
2022-09-13 08:25:09.768000 | LOGGING | Tempest_Rose | 991540078310596608 | ur brother
2022-09-13 08:25:02.877000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | Ur regular paint
2022-09-13 08:24:56.583000 | LOGGING | aboogai | 991540078310596608 | Ur asbestos
2022-09-13 08:24:42.493000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | Ur mice
2022-09-13 08:24:37.980000 | LOGGING | Rip Van Winkle | 991540078310596608 | Yo mama
2022-09-13 08:24:37.345000 | LOGGING | aboogai | 991540078310596608 | Ur rat
2022-09-13 08:24:30.673000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | ur dog
2022-09-13 08:24:26.309000 | LOGGING | aboogai | 991540078310596608 | Ur cat
2022-09-13 08:24:26.180000 | LOGGING | Rip Van Winkle | 991540078310596608 | (He has lumbago)
2022-09-13 08:24:18.678000 | LOGGING | Rip Van Winkle | 991540078310596608 | UNCLE
2022-09-13 08:24:16.667000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | Ur aunty
2022-09-13 08:24:11.168000 | LOGGING | aboogai | 991540078310596608 | Ur uncle
2022-09-13 08:24:04.920000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | ur father
2022-09-13 08:24:00.323000 | LOGGING | aboogai | 991540078310596608 | Ur mom
2022-09-13 08:23:49.680000 | LOGGING | Tempest_Rose | 991540078310596608 | hello people
2022-09-13 06:18:50.975000 | LOGGING | not zero | 991540078310596608 | thank u:) u too
2022-09-13 06:18:16.006000 | LOGGING | 𝓖𝓲𝔃𝓶𝓸 | 991540078310596608 | Nice pfp btw
2022-09-13 06:17:59.265000 | LOGGING | not zero | 991540078310596608 | oh.
2022-09-13 06:17:54.694000 | LOGGING | 𝓖𝓲𝔃𝓶𝓸 | 991540078310596608 | It's disturbing
2022-09-13 06:17:48.171000 | LOGGING | 𝓖𝓲𝔃𝓶𝓸 | 991540078310596608 | In memes
2022-09-13 06:17:23.365000 | LOGGING | not zero | 991540078310596608 | send what though 😭
2022-09-13 06:09:48.495000 | LOGGING | 𝓖𝓲𝔃𝓶𝓸 | 991540078310596608 | Send what
2022-09-13 06:08:50.655000 | LOGGING | AFK_LIGHT_TAWHAI | 991540078310596608 | please dont ban me
2022-09-13 06:08:42.627000 | LOGGING | AFK_LIGHT_TAWHAI | 991540078310596608 | my friend dared me to send this
2022-09-13 06:06:54.247000 | LOGGING | Rip Van Winkle | 991540078310596608 | Prot
2022-09-13 05:59:54.258000 | LOGGING | AFK_LIGHT_TAWHAI | 991540078310596608 | thats good iam good
2022-09-13 05:59:43.639000 | LOGGING | a-little-trolling | 991540078310596608 | Mu buda ta marwa pod
2022-09-13 05:59:42.956000 | LOGGING | 𝓖𝓲𝔃𝓶𝓸 | 991540078310596608 | Lol I'm good, you
2022-09-13 05:59:29.548000 | LOGGING | AFK_LIGHT_TAWHAI | 991540078310596608 | thxx
2022-09-13 05:59:26.633000 | LOGGING | AFK_LIGHT_TAWHAI | 991540078310596608 | k
2022-09-13 05:59:19.940000 | LOGGING | 𝓖𝓲𝔃𝓶𝓸 | 991540078310596608 | Welcome to the chaos
2022-09-13 05:59:19.755000 | LOGGING | AFK_LIGHT_TAWHAI | 991540078310596608 | HRU
2022-09-13 05:59:14.035000 | LOGGING | 𝓖𝓲𝔃𝓶𝓸 | 991540078310596608 | Sup
2022-09-13 05:59:05.344000 | LOGGING | AFK_LIGHT_TAWHAI | 991540078310596608 | sup
2022-09-13 05:59:02.844000 | LOGGING | AFK_LIGHT_TAWHAI | 991540078310596608 | well
2022-09-13 05:59:01.474000 | LOGGING | 𝓖𝓲𝔃𝓶𝓸 | 991540078310596608 | What
2022-09-13 05:58:59.712000 | LOGGING | AFK_LIGHT_TAWHAI | 991540078310596608 | ok?
2022-09-13 05:58:53.052000 | LOGGING | a-little-trolling | 991540078310596608 | Fmaygan
2022-09-13 05:58:51.523000 | LOGGING | AFK_LIGHT_TAWHAI | 991540078310596608 | huh
2022-09-13 05:58:25.157000 | LOGGING | a-little-trolling | 991540078310596608 | Ta marwa
2022-09-13 05:42:30.398000 | LOGGING | 𝓖𝓲𝔃𝓶𝓸 | 991540078310596608 | Why are little kids so chaotic
2022-09-13 05:39:49.972000 | LOGGING | Tempest_Rose | 991540078310596608 | yeah they have been doing it all day
2022-09-13 05:32:14.712000 | LOGGING | 𝓖𝓲𝔃𝓶𝓸 | 991540078310596608 | Yes
2022-09-13 05:19:16.824000 | LOGGING | Magpie Mushrooms | 991540078310596608 | wtf, is everyone talking gibberish now
2022-09-13 03:50:45.093000 | LOGGING | Kobysm | 991540078310596608 | ta na buda
2022-09-13 03:40:50.261000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | <a:animatedtroll:821896248797823006>
2022-09-13 03:11:32.308000 | LOGGING | alizae_fowke | 991540078310596608 | omg
2022-09-13 03:10:47.366000 | LOGGING | a-little-trolling | 991540078310596608 | piss man
2022-09-13 03:10:40.259000 | LOGGING | Kobysm | 991540078310596608 | mu mazgan
2022-09-13 03:10:15.797000 | LOGGING | a-little-trolling | 991540078310596608 | megx dastah!!!
2022-09-13 03:09:39.163000 | LOGGING | alizae_fowke | 991540078310596608 | i dont understand u
2022-09-13 03:09:31.386000 | LOGGING | alizae_fowke | 991540078310596608 | wtf
2022-09-13 03:09:28.833000 | LOGGING | a-little-trolling | 991540078310596608 | ta winja?
2022-09-13 03:09:06.917000 | LOGGING | a-little-trolling | 991540078310596608 | mu no england mu winja
2022-09-13 03:08:45.853000 | LOGGING | alizae_fowke | 991540078310596608 | ur ajs cousion ay
2022-09-13 03:08:32.755000 | LOGGING | Kobysm | 991540078310596608 | mu winja!
2022-09-13 03:08:20.100000 | LOGGING | a-little-trolling | 991540078310596608 | ta winja?
2022-09-13 03:07:25.464000 | LOGGING | a-little-trolling | 991540078310596608 | mu no england
2022-09-13 03:07:16.037000 | LOGGING | a-little-trolling | 991540078310596608 | pod na marwa, pod buda
2022-09-13 03:07:06.313000 | LOGGING | alizae_fowke | 991540078310596608 | i speak english
2022-09-13 03:04:56.995000 | LOGGING | a-little-trolling | 991540078310596608 | ya speak?
2022-09-13 03:04:47.569000 | LOGGING | a-little-trolling | 991540078310596608 | no english
2022-09-13 03:04:43.400000 | LOGGING | a-little-trolling | 991540078310596608 | ya?
2022-09-13 03:04:25.173000 | LOGGING | alizae_fowke | 991540078310596608 | asdfghjkl;'
2022-09-13 03:01:30.774000 | LOGGING | Kobysm | 991540078310596608 | english na hasaran
2022-09-13 03:01:14.721000 | LOGGING | a-little-trolling | 991540078310596608 | ya?
2022-09-13 03:01:11.417000 | LOGGING | a-little-trolling | 991540078310596608 | ta marwa
2022-09-13 03:01:01.266000 | LOGGING | Kobysm | 991540078310596608 | mawra english, na hasaran damsha
2022-09-13 03:00:53.181000 | LOGGING | alizae_fowke | 991540078310596608 | i dont understnd u
2022-09-13 03:00:45.090000 | LOGGING | a-little-trolling | 991540078310596608 | marwa english
2022-09-13 03:00:33.840000 | LOGGING | a-little-trolling | 991540078310596608 | winja buda
2022-09-13 03:00:10.073000 | LOGGING | a-little-trolling | 991540078310596608 | ya ta marwa?
2022-09-13 02:59:58.190000 | LOGGING | a-little-trolling | 991540078310596608 | ya?
2022-09-13 02:59:45.607000 | LOGGING | alizae_fowke | 991540078310596608 | i am going to say english idc what u say
2022-09-13 02:59:24.297000 | LOGGING | a-little-trolling | 991540078310596608 | shurdwa ya?
2022-09-13 02:58:51.619000 | LOGGING | Kobysm | 991540078310596608 | ya 'wtf'?
2022-09-13 02:58:39.509000 | LOGGING | a-little-trolling | 991540078310596608 | na marwa talk english
2022-09-13 02:58:29.770000 | LOGGING | alizae_fowke | 991540078310596608 | what
2022-09-13 02:58:21.973000 | LOGGING | Kobysm | 991540078310596608 | no English
2022-09-13 02:57:45.399000 | LOGGING | alizae_fowke | 991540078310596608 | wtf
2022-09-13 02:57:30.341000 | LOGGING | Kobysm | 991540078310596608 | fmayg su nian
2022-09-13 02:57:14.055000 | LOGGING | a-little-trolling | 991540078310596608 | na
2022-09-13 02:57:09.650000 | LOGGING | Kobysm | 991540078310596608 | mazga kawti? shurdwa kawti??
2022-09-13 02:56:40.746000 | LOGGING | a-little-trolling | 991540078310596608 | kawti
2022-09-13 02:55:34.946000 | LOGGING | Kobysm | 991540078310596608 | ni swargati
2022-09-13 02:55:07.072000 | LOGGING | Kobysm | 991540078310596608 | ta damsha kapalpur??
2022-09-13 02:54:04.891000 | LOGGING | a-little-trolling | 991540078310596608 | mus buda ta puta fapi ta'nim walter white ta marwa
2022-09-13 02:53:53.743000 | LOGGING | alizae_fowke | 991540078310596608 | wtf
2022-09-13 02:52:25.087000 | LOGGING | Kobysm | 991540078310596608 | 🧠
2022-09-13 02:52:20.958000 | LOGGING | Kobysm | 991540078310596608 | mus ta buda
2022-09-13 02:52:18.098000 | LOGGING | a-little-trolling | 991540078310596608 | 👍
2022-09-13 02:52:03.703000 | LOGGING | a-little-trolling | 991540078310596608 | ta buda
2022-09-13 02:51:51.430000 | LOGGING | Kobysm | 991540078310596608 | puta foda, marwa 'France'  na fapi ta'nim
2022-09-13 02:50:38.548000 | LOGGING | a-little-trolling | 991540078310596608 | TA MARWA
2022-09-13 02:48:48.965000 | LOGGING | a-little-trolling | 991540078310596608 | FRANCE MARWA, DAMSHA MU MANI
2022-09-13 02:48:22.433000 | LOGGING | Kobysm | 991540078310596608 | France is good-country
translator used, apologies
2022-09-13 02:48:07.476000 | LOGGING | alizae_fowke | 991540078310596608 | wym
2022-09-13 02:47:57.910000 | LOGGING | a-little-trolling | 991540078310596608 | france marwa, mu mani
2022-09-13 02:47:03.738000 | LOGGING | Rip Van Winkle | 991540078310596608 | voice your opinions on france
2022-09-13 02:46:58.900000 | LOGGING | Kobysm | 991540078310596608 | budas sakush 😢  su sakush??
2022-09-13 02:46:48.139000 | LOGGING | alizae_fowke | 991540078310596608 | wtf
2022-09-13 02:46:40.773000 | LOGGING | a-little-trolling | 991540078310596608 | ta marwa
2022-09-13 02:45:43.758000 | LOGGING | alizae_fowke | 991540078310596608 | wtf r u saying
2022-09-13 02:45:04.365000 | LOGGING | a-little-trolling | 991540078310596608 | na megx😭
2022-09-13 02:44:57.806000 | LOGGING | Kobysm | 991540078310596608 | <@928547543284080711> na ta sukush
2022-09-13 02:44:48.581000 | LOGGING | Kobysm | 991540078310596608 | ta sakush
2022-09-13 02:43:32.392000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | <:SuperShock:887057560581050368>
2022-09-13 02:42:54.859000 | LOGGING | Kobysm | 991540078310596608 | TA FMAYGA-SU TAGATA
2022-09-13 02:42:34.112000 | LOGGING | a-little-trolling | 991540078310596608 | na
2022-09-13 02:42:33.290000 | LOGGING | a-little-trolling | 991540078310596608 | sakush
2022-09-13 02:42:28.213000 | LOGGING | Kobysm | 991540078310596608 | Shajans 'UK'
2022-09-13 02:42:17.908000 | LOGGING | Kobysm | 991540078310596608 | Gwan.
2022-09-13 02:42:15.015000 | LOGGING | Kobysm | 991540078310596608 | Mu.
2022-09-13 02:42:08.186000 | LOGGING | a-little-trolling | 991540078310596608 | ya sakush?
2022-09-13 02:41:24.699000 | LOGGING | a-little-trolling | 991540078310596608 | FMAYG!!!!!!!!
2022-09-13 02:40:36.059000 | LOGGING | Kobysm | 991540078310596608 | mu gwan shajans 'UK' 😢
2022-09-13 02:39:39.608000 | LOGGING | a-little-trolling | 991540078310596608 | tu buda, tu buda
2022-09-13 02:39:10.282000 | LOGGING | Kobysm | 991540078310596608 | shajans 'UK' mari, fmayga-su tagata
2022-09-13 02:39:08.069000 | LOGGING | Rip Van Winkle | 991540078310596608 | Ah
2022-09-13 02:38:59.364000 | LOGGING | 4s.trid | 991540078310596608 | 😼 💪
2022-09-13 02:38:50.471000 | LOGGING | 4s.trid | 991540078310596608 | U PROMISED YOU WOULD TELL ME
2022-09-13 02:38:40.864000 | LOGGING | 4s.trid | 991540078310596608 | THE PROMISE
2022-09-13 02:38:35.611000 | LOGGING | Rip Van Winkle | 991540078310596608 | Hm?
2022-09-13 02:38:34.232000 | LOGGING | a-little-trolling | 991540078310596608 | tu na buda
2022-09-13 02:38:10.781000 | LOGGING | alizae_fowke | 991540078310596608 | wtf r u saying
2022-09-13 02:37:51.022000 | LOGGING | a-little-trolling | 991540078310596608 | tu na buda
2022-09-13 02:37:41.022000 | LOGGING | alizae_fowke | 991540078310596608 | lol
2022-09-13 02:37:36.509000 | LOGGING | 4s.trid | 991540078310596608 | I'M WAITINGG <@570451575026221086>
2022-09-13 02:37:31.035000 | LOGGING | a-little-trolling | 991540078310596608 | <@715077377750990880> tu marwa
2022-09-13 02:37:21.775000 | LOGGING | 4s.trid | 991540078310596608 | <@570451575026221086>
2022-09-13 02:36:12.827000 | LOGGING | a-little-trolling | 991540078310596608 | mu na buda mu marwa
2022-09-13 02:35:41.181000 | LOGGING | Kobysm | 991540078310596608 | na, na, ta buda
2022-09-13 02:35:18.421000 | LOGGING | a-little-trolling | 991540078310596608 | mu marwa
2022-09-13 02:33:44.929000 | LOGGING | Kobysm | 991540078310596608 | mu fmayg su marwa fmayg hamja
2022-09-13 02:33:08.763000 | LOGGING | a-little-trolling | 991540078310596608 | na swerg
2022-09-13 02:30:45.510000 | LOGGING | Kobysm | 991540078310596608 | parkuns fmayg*
2022-09-13 02:30:30.266000 | LOGGING | a-little-trolling | 991540078310596608 | parkun su fmayg
2022-09-13 02:29:28.592000 | LOGGING | Kobysm | 991540078310596608 | sharm su hamjas fmayg
2022-09-13 02:29:14.018000 | LOGGING | a-little-trolling | 991540078310596608 | ମୋ ପାଟିରେ ଲିଙ୍ଗ ବଲ୍ |
2022-09-13 02:28:44.278000 | LOGGING | alizae_fowke | 991540078310596608 | what
2022-09-13 02:28:27.272000 | LOGGING | Rip Van Winkle | 991540078310596608 | هل تلعب حتى لعبة pubg 😂😂😂
2022-09-13 02:27:43.755000 | LOGGING | alizae_fowke | 991540078310596608 | wtf how can u understand that
2022-09-13 02:27:17.390000 | LOGGING | a-little-trolling | 991540078310596608 | это недалеко от первобытного языка
2022-09-13 02:26:13.328000 | LOGGING | Kobysm | 991540078310596608 | hajma mazga
2022-09-13 02:26:13.161000 | LOGGING | a-little-trolling | 991540078310596608 | ты подделка
2022-09-13 02:25:57.725000 | LOGGING | alizae_fowke | 991540078310596608 | wtf
2022-09-13 02:25:42.486000 | LOGGING | Rip Van Winkle | 991540078310596608 | The shawi hasa the warshta yód well yód shawi shawi bird the shawi hasa the warshta
2022-09-13 02:25:37.152000 | LOGGING | a-little-trolling | 991540078310596608 | пизда сука дерьмо?
2022-09-13 02:24:48.979000 | LOGGING | alizae_fowke | 991540078310596608 | umm ok
2022-09-13 02:24:30.880000 | LOGGING | a-little-trolling | 991540078310596608 | fmayg mazga
2022-09-13 02:24:23.734000 | LOGGING | Kobysm | 991540078310596608 | damsha hapi su fmayg?
2022-09-13 02:23:51.614000 | LOGGING | alizae_fowke | 991540078310596608 | wtf
2022-09-13 02:23:44.304000 | LOGGING | a-little-trolling | 991540078310596608 | mazga kawti
2022-09-13 02:23:27.217000 | LOGGING | Kobysm | 991540078310596608 | mazga fmaygan
2022-09-13 02:23:05.529000 | LOGGING | alizae_fowke | 991540078310596608 | i dont understad u
2022-09-13 02:22:44.411000 | LOGGING | a-little-trolling | 991540078310596608 | an-shurdwa kawti
2022-09-13 02:21:51.941000 | LOGGING | alizae_fowke | 991540078310596608 | tf
2022-09-13 02:21:36.531000 | LOGGING | a-little-trolling | 991540078310596608 | молчат дома
2022-09-13 02:20:42.166000 | LOGGING | alizae_fowke | 991540078310596608 | wtf
2022-09-13 02:19:34.354000 | LOGGING | a-little-trolling | 991540078310596608 | сперма, моча, дерьмо
2022-09-13 02:17:47.609000 | LOGGING | alizae_fowke | 991540078310596608 | k
2022-09-13 02:17:40.741000 | LOGGING | a-little-trolling | 991540078310596608 | cum pisi kakura
2022-09-13 02:17:25.507000 | LOGGING | alizae_fowke | 991540078310596608 | wtf is that
2022-09-13 02:17:06.846000 | LOGGING | a-little-trolling | 991540078310596608 | cum pisi kakura
2022-09-13 02:17:03.122000 | LOGGING | alizae_fowke | 991540078310596608 | what
2022-09-13 02:16:41.100000 | LOGGING | a-little-trolling | 991540078310596608 | cum pisi kakura
2022-09-13 01:42:06.197000 | LOGGING | alizae_fowke | 991540078310596608 | we r all in the c blook coridor
2022-09-13 01:29:51.137000 | LOGGING | Tempest_Rose | 991540078310596608 | <@894855939247706133> are you going to sit at the library???
2022-09-13 01:29:03.018000 | LOGGING | alizae_fowke | 991540078310596608 | yay
2022-09-13 01:28:48.465000 | LOGGING | Tempest_Rose | 991540078310596608 | ooo 2 minutes left
2022-09-13 01:28:30.263000 | LOGGING | 4s.trid | 991540078310596608 | CYAAA
2022-09-13 01:28:29.211000 | LOGGING | 4s.trid | 991540078310596608 | ALRR
2022-09-13 01:28:22.918000 | LOGGING | Rip Van Winkle | 991540078310596608 | see you at 2:15
2022-09-13 01:28:22.520000 | LOGGING | alizae_fowke | 991540078310596608 | lol
2022-09-13 01:28:19.592000 | LOGGING | Rip Van Winkle | 991540078310596608 | my break not yours
2022-09-13 01:28:19.108000 | LOGGING | 4s.trid | 991540078310596608 | GOOD
2022-09-13 01:28:17.170000 | LOGGING | 4s.trid | 991540078310596608 | YASSSS
2022-09-13 01:28:12.313000 | LOGGING | Rip Van Winkle | 991540078310596608 | PROMISE
2022-09-13 01:27:58.650000 | LOGGING | Tempest_Rose | 991540078310596608 | <@894855939247706133> is it break???
2022-09-13 01:27:47.981000 | LOGGING | alizae_fowke | 991540078310596608 | lol
2022-09-13 01:27:40.260000 | LOGGING | 4s.trid | 991540078310596608 | U PROMISE YOU WILL TELL ME <@570451575026221086>
2022-09-13 01:27:26.679000 | LOGGING | alizae_fowke | 991540078310596608 | ok
2022-09-13 01:27:18.048000 | LOGGING | 4s.trid | 991540078310596608 | YESSS
2022-09-13 01:27:13.001000 | LOGGING | BrookeTheTankEngine 😍 | 991540078310596608 | im out ;-;
2022-09-13 01:27:10.371000 | LOGGING | Rip Van Winkle | 991540078310596608 | CAN YOU BE PATIENT
2022-09-13 01:27:05.861000 | LOGGING | Rip Van Winkle | 991540078310596608 | AFTER BREAK
2022-09-13 01:27:03.374000 | LOGGING | alizae_fowke | 991540078310596608 | lol
2022-09-13 01:26:49.572000 | LOGGING | Rip Van Winkle | 991540078310596608 | Whka would ta shwada sa?
2022-09-13 01:26:42.786000 | LOGGING | a-little-trolling | 991540078310596608 | cum pisi kakura
2022-09-13 01:26:34.652000 | LOGGING | 4s.trid | 991540078310596608 | <@570451575026221086> PLEASEEE
2022-09-13 01:26:28.545000 | LOGGING | a-little-trolling | 991540078310596608 | cum pisi kakura
2022-09-13 01:26:10.760000 | LOGGING | BrookeTheTankEngine 😍 | 991540078310596608 | shut your mouth
2022-09-13 01:26:02.024000 | LOGGING | 4s.trid | 991540078310596608 | oh shut up 😭
2022-09-13 01:25:54.524000 | LOGGING | a-little-trolling | 991540078310596608 | cum pisi kakura
2022-09-13 01:25:43.800000 | LOGGING | 4s.trid | 991540078310596608 | I WONT TELL I SWAER
2022-09-13 01:25:32.770000 | LOGGING | Rip Van Winkle | 991540078310596608 | SOME OTHER PEOPLE KNOW BUT IM NOT SURE IF ALOT OF poeple know
2022-09-13 01:25:32.505000 | LOGGING | 4s.trid | 991540078310596608 | I PROMISE I WONT TELL ANYONE
2022-09-13 01:25:22.438000 | LOGGING | Rip Van Winkle | 991540078310596608 | IM NOT SURE IF I CAN/SHOULD SAY
2022-09-13 01:24:48.307000 | LOGGING | 4s.trid | 991540078310596608 | OR U CAN TELL ME IN DMS
2022-09-13 01:24:33.670000 | LOGGING | a-little-trolling | 991540078310596608 | ok
2022-09-13 01:24:32.612000 | LOGGING | Rip Van Winkle | 991540078310596608 | I Love Far Cry Primal!
2022-09-13 01:24:31.965000 | LOGGING | 4s.trid | 991540078310596608 | I WANNA KNOW
2022-09-13 01:24:31.569000 | LOGGING | alizae_fowke | 991540078310596608 | u should
2022-09-13 01:24:26.278000 | LOGGING | 4s.trid | 991540078310596608 | TELL ME IN DMS
2022-09-13 01:24:23.766000 | LOGGING | Rip Van Winkle | 991540078310596608 | or WHAT
2022-09-13 01:24:19.903000 | LOGGING | 4s.trid | 991540078310596608 | OR
2022-09-13 01:24:19.356000 | LOGGING | a-little-trolling | 991540078310596608 | fmayg su hapi
2022-09-13 01:24:18.643000 | LOGGING | 4s.trid | 991540078310596608 | U SHOULDD
2022-09-13 01:24:12.753000 | LOGGING | Rip Van Winkle | 991540078310596608 | i dont know if i should tellllll
2022-09-13 01:24:12.208000 | LOGGING | 4s.trid | 991540078310596608 | thank uuu
2022-09-13 01:24:12.161000 | LOGGING | Tempest_Rose | 991540078310596608 | Omfg stfu
2022-09-13 01:24:08.947000 | LOGGING | 4s.trid | 991540078310596608 | omg please just tell me what it means
2022-09-13 01:23:56.578000 | LOGGING | a-little-trolling | 991540078310596608 | certified fmayg su hapi moment
2022-09-13 01:23:23.984000 | LOGGING | 4s.trid | 991540078310596608 | curiosity has taken over me ;-;
2022-09-13 01:23:18.635000 | LOGGING | Rip Van Winkle | 991540078310596608 | :::::::::::::::::
2022-09-13 01:23:18.581000 | LOGGING | alizae_fowke | 991540078310596608 | what
2022-09-13 01:23:12.266000 | LOGGING | 4s.trid | 991540078310596608 | I wanna know
2022-09-13 01:23:01.097000 | LOGGING | 4s.trid | 991540078310596608 | THAT HAPPENED
2022-09-13 01:23:00.991000 | LOGGING | Tempest_Rose | 991540078310596608 | No its about one of my friends and its not true
2022-09-13 01:22:56.165000 | LOGGING | 4s.trid | 991540078310596608 | AYO-
2022-09-13 01:22:48.059000 | LOGGING | Ｃｏｎｎｏｒ | 991540078310596608 | <:saywhat:986446645451456522>
2022-09-13 01:22:37.066000 | LOGGING | Rip Van Winkle | 991540078310596608 | is it about thet guy who slept with some guys missus
2022-09-13 01:22:34.450000 | LOGGING | a-little-trolling | 991540078310596608 | it's fmayg su hapi
2022-09-13 01:22:20.981000 | LOGGING | alizae_fowke | 991540078310596608 | oh
2022-09-13 01:22:20.734000 | LOGGING | Tempest_Rose | 991540078310596608 | nvm
2022-09-13 01:22:16.004000 | LOGGING | a-little-trolling | 991540078310596608 | fmayg su hapi
2022-09-13 01:22:10.926000 | LOGGING | Rip Van Winkle | 991540078310596608 | what rumor?
2022-09-13 01:22:06.465000 | LOGGING | 4s.trid | 991540078310596608 | THE thing
